"","TaxonKey","TaxonName","CommonName","Gear","GearName","bycatch","destruction","FunctionalGroupDescription","fish_type"
"224",300026,"Anguilliformes","Eels and morays",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"225",500809,"Dentex","Seabreams (Dentex spp)",850,"mid-water trawls","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"226",600219,"Tetrapturus albidus","Atlantic white marlin",1050,"purse seine tuna","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"227",503152,"Pseudotolithus","Croakers",850,"mid-water trawls","high","non-destructive","Large demersals (>=90 cm)","pelagic"
"228",400307,"Sillaginidae","Smelt-whitings",1540,"trammel nets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"229",600501,"Sebastes marinus","Ocean perch",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"230",501163,"Auxis","Frigate tuna",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"231",100036,"Scombroids","Tunas  bonitos  billfishes",424,"troll lines","low","non-destructive",NA,"pelagic"
"232",600260,"Harpadon nehereus","Bombay duck",700,"bagnets","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"233",600331,"Macrourus berglax","Onion-eye grenadier",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"234",300044,"Gadiformes","Cods",1400,"mid-water trawls","high","non-destructive","Large bathypelagics (>=90 cm)","pelagic"
"235",500152,"Mugil","Grey mullets",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"236",601732,"Mola mola","Ocean sunfish",1420,"driftnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"237",501129,"Beryx","Alfonsinos",1500,"tangle nets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"238",603811,"Anarhichas minor","Spotted wolffish",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"239",600148,"Thunnus tonggol","Longtail tuna",424,"troll lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"240",600241,"Oncorhynchus keta","Chum salmon",1020,"purse seines","low","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"241",600388,"Selaroides leptolepis","Yellowstripe scad",1410,"set gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"242",600115,"Sarda sarda","Atlantic bonito",1420,"driftnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"243",100056,"Clams  cockles  arkshells","Clams  cockles  arkshells",213,"raking devices","high","destructive",NA,"demersal"
"244",690660,"Pandalus jordani","Ocean shrimp",840,"bottom trawls","high","destructive","Shrimps","demersal"
"245",600338,"Joturus pichardi","Bobo mullet",922,"boat seines","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"246",600716,"Lophius piscatorius","Angler",840,"bottom trawls","high","destructive","Large bathydemersals (>=90 cm)","demersal"
"247",100195,"Marine shells nei","Ex Mollusca",110,"grasping with hand","low","non-destructive",NA,"demersal"
"248",690085,"Sepia officinalis","Common cuttlefish",840,"bottom trawls","high","destructive","Cephalopods","demersal"
"249",600338,"Joturus pichardi","Bobo mullet",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"250",690206,"Dosidicus gigas","Jumbo flying squid",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"251",690055,"Portunus pelagicus","Blue swimming crab",840,"bottom trawls","high","destructive","Lobsters, crabs","demersal"
"252",601510,"Sardinella lemuru","Bali sardinella",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"253",100139,"Marine fishes not identified","Finfishes",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"254",690053,"Mytilus edulis","Blue mussel",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"255",100036,"Scombroids","Tunas  bonitos  billfishes",1420,"driftnets","high","non-destructive",NA,"pelagic"
"256",601423,"Lutjanus campechanus","Northern red snapper",421,"handlines","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"257",601342,"Pleuronectes platessa","European plaice",900,"seine nets","high","non-destructive","Large flatfishes (>=90 cm)","demersal"
"258",509303,"Phycis","Gunnels  forkbeards",850,"mid-water trawls","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"259",590010,"Loligo","Common squids",850,"mid-water trawls","high","non-destructive","Cephalopods","pelagic"
"260",501163,"Auxis","Frigate tuna",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"261",600147,"Thunnus thynnus","Atlantic bluefin tuna",440,"pole line tuna","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"262",501523,"Nemadactylus","Porae",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"263",602501,"Anarhichas lupus","Wolf-fish",840,"bottom trawls","high","destructive","Large demersals (>=90 cm)","demersal"
"264",601732,"Mola mola","Ocean sunfish",850,"mid-water trawls","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"265",501135,"Sebastes","Redfishes",1400,"gillnets","high","non-destructive","Large reef assoc. fish (>=90 cm)","pelagic"
"266",500366,"Epinephelus","Groupers",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"267",501464,"Pristiophorus","Sawsharks",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"268",603915,"Tetrapturus angustirostris","Shortbill spearfish",420,"with gorges or hooks","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"269",290002,"Cephalopoda","Cephalopods",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"270",400066,"Ophichthidae","Snake eels",840,"bottom trawls","high","destructive","Medium demersals (30 - 89 cm)","demersal"
"271",400002,"Myxinidae","Hagfishes",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"272",500467,"Caranx","Jacks",1540,"trammel nets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"273",590074,"Paralomis","Paralomis",500,"traps","high","non-destructive","Lobsters, crabs","demersal"
"274",400185,"Macrouridae","Grenadiers or rattails",840,"bottom trawls","high","destructive","Large bathypelagics (>=90 cm)","demersal"
"275",600145,"Thunnus maccoyii","Southern bluefin tuna",1400,"gillnets","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"276",100038,"Sharks  rays  chimaeras","Sharks  rays  skates  etc",840,"bottom trawls","high","destructive",NA,"demersal"
"277",600325,"Merluccius hubbsi","Argentine hake",840,"bottom trawls","high","destructive","Medium benthopelagics (30 - 89 cm)","demersal"
"278",501941,"Harengula","Herring",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"279",600384,"Megalaspis cordyla","Torpedo scad",424,"troll lines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"280",601365,"Trachurus trachurus","Atlantic horse mackerel",840,"bottom trawls","high","destructive","Medium pelagics (30 - 89 cm)","demersal"
"281",300061,"Pleuronectiformes","Flatfishes",422,"set lines","high","non-destructive","Small to medium flatfishes (<90 cm)","pelagic"
"282",590146,"Spisula","Surf clam",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"283",400323,"Lutjanidae","Snappers",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"284",601382,"Microstomus kitt","Lemon sole",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"285",300026,"Anguilliformes","Eels and morays",700,"bagnets","low","non-destructive","Large demersals (>=90 cm)","demersal"
"286",502102,"Decapterus","Scads",850,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"287",400066,"Ophichthidae","Snake eels",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"288",390007,"Octopoda","Octopuses",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"289",400066,"Ophichthidae","Snake eels",1400,"gillnets","high","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"290",501905,"Thunnus","Tuna",440,"pole line tuna","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"291",590010,"Loligo","Common squids",840,"bottom trawls","high","destructive","Cephalopods","demersal"
"292",690198,"Todarodes pacificus","Japanese flying squid",1420,"driftnets","high","non-destructive","Cephalopods","pelagic"
"293",501464,"Pristiophorus","Sawsharks",1420,"driftnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"294",300026,"Anguilliformes","Eels and morays",1400,"gillnets","high","non-destructive","Large demersals (>=90 cm)","demersal"
"295",400308,"Malacanthidae","Tilefishes",850,"mid-water trawls","high","non-destructive","Medium demersals (30 - 89 cm)","pelagic"
"296",608172,"Odontesthes regia","Silverside",850,"mid-water trawls","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"297",604238,"Glyptocephalus zachirus","Rex sole",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"298",600363,"Lactarius lactarius","False trevally",900,"seine nets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"299",600308,"Gadus macrocephalus","Pacific cod",850,"mid-water trawls","high","non-destructive","Large demersals (>=90 cm)","pelagic"
"300",500654,"Merluccius","Hakes",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"301",606396,"Cephalopholis argus","Peacock hind",1400,"gillnets","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"302",501940,"Sardinella","Sardinella",922,"boat seines","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"303",100058,"Miscellaneous marine molluscs","Marine molluscs",110,"grasping with hand","low","non-destructive",NA,"demersal"
"304",600147,"Thunnus thynnus","Atlantic bluefin tuna",450,"longline tuna","high","non-destructive","Large pelagics (>=90 cm)","pelagic"
"305",600367,"Trachurus murphyi","Inca scad",921,"beach seines","high","non-destructive","Medium pelagics (30 - 89 cm)","demersal"
"306",601383,"Molva dypterygia","Blue ling",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"307",390006,"Sepiida","Cuttlefishes",840,"bottom trawls","high","destructive","Cephalopods","demersal"
"308",601043,"Sardinella aurita","Round sardinella",900,"seine nets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"309",600118,"Scomber scombrus","Atlantic mackerel",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"310",600078,"Istiophorus albicans","Atlantic sailfish",400,"Lines","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"311",600231,"Coregonus albula","Vendace",1400,"gillnets","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"312",690143,"Portunus trituberculatus","Gazami crab",551,"pots","high","non-destructive","Lobsters, crabs","demersal"
"313",400043,"Clupeidae","Herrings  shads  sardines  menhadens",1400,"gillnets","high","non-destructive","Small pelagics (<30 cm)","pelagic"
"314",600243,"Oncorhynchus nerka","Sockeye salmon",1400,"mid-water trawls","high","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"315",400066,"Ophichthidae","Snake eels",420,"with gorges or hooks","low","non-destructive","Medium demersals (30 - 89 cm)","demersal"
"316",690287,"Cancer productus","Pacific rock crab",1030,"ring nets","low","non-destructive","Lobsters, crabs","demersal"
"317",500598,"Trachinotus","Pompanos",1540,"trammel nets","high","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"318",600241,"Oncorhynchus keta","Chum salmon",1400,"gillnets","high","non-destructive","Large benthopelagics (>=90 cm)","pelagic"
"319",400323,"Lutjanidae","Snappers",421,"handlines","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"320",501163,"Auxis","Frigate tuna",424,"troll lines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"321",600028,"Lepidorhombus whiffiagonis","Megrim",840,"bottom trawls","high","destructive","Small to medium flatfishes (<90 cm)","demersal"
"322",100036,"Scombroids","Tunas  bonitos  billfishes",420,"with gorges or hooks","low","non-destructive",NA,"pelagic"
"323",600505,"Sebastes mentella","Deepwater redfish",900,"seine nets","high","non-destructive","Medium bathypelagics (30 - 89 cm)","pelagic"
"324",601371,"Hippoglossus hippoglossus","Atlantic halibut",420,"with gorges or hooks","low","non-destructive","Large flatfishes (>=90 cm)","demersal"
"325",604215,"Citharichthys sordidus","Pacific sanddab",1400,"gillnets","high","non-destructive","Small to medium flatfishes (<90 cm)","demersal"
"326",300028,"Clupeiformes","Herrings",420,"with gorges or hooks","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"327",600051,"Brosme brosme","Tusk",420,"with gorges or hooks","low","non-destructive","Large demersals (>=90 cm)","demersal"
"328",500240,"Siganus","Rabbitfishes",500,"traps","high","non-destructive","Medium reef assoc. fish (30 - 89 cm)","demersal"
"329",400414,"Gempylidae","Snake mackerels",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"330",400581,"Peristediidae","Armored searobins or armored gurnards",420,"with gorges or hooks","low","non-destructive","Medium bathydemersals (30 - 89 cm)","demersal"
"331",400327,"Haemulidae","Grunts",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
"332",400012,"Sphyrnidae","Hammerhead  bonnethead  scoophead shark",840,"bottom trawls","high","destructive","Large sharks (>=90 cm)","demersal"
"333",400361,"Polynemidae","Threadfins",921,"beach seines","high","non-destructive","Small demersals (<30 cm)","demersal"
"334",601002,"Pseudocaranx dentex","White trevally",840,"bottom trawls","high","destructive","Large benthopelagics (>=90 cm)","demersal"
"335",400009,"Lamnidae","Mackerel sharks  white sharks",1420,"driftnets","high","non-destructive","Large sharks (>=90 cm)","pelagic"
"336",602678,"Coregonus sardinella","Sardine cisco",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"337",400405,"Gobiidae","Gobies",840,"bottom trawls","high","destructive","Small reef assoc. fish (<30 cm)","demersal"
"338",400218,"Atherinidae","Silversides",1010,"lampara-like nets","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"339",390006,"Sepiida","Cuttlefishes",433,"squid hooks","low","non-destructive","Cephalopods","pelagic"
"340",614290,"Thunnus orientalis","Pacific bluefin tuna",440,"pole line tuna","low","non-destructive","Large pelagics (>=90 cm)","pelagic"
"341",400454,"Engraulidae","Anchovies",1010,"lampara-like nets","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"342",600338,"Joturus pichardi","Bobo mullet",1020,"purse seines","low","non-destructive","Medium pelagics (30 - 89 cm)","pelagic"
"343",400080,"Osmeridae","Smelts",1020,"purse seines","low","non-destructive","Small pelagics (<30 cm)","pelagic"
"344",290011,"Echinoidea","Sea urchins",110,"grasping with hand","low","non-destructive","Other demersal invertebrates","demersal"
"345",690176,"Mactra sachalinensis","Hen clam",213,"raking devices","high","destructive","Other demersal invertebrates","demersal"
"346",590134,"Meretrix","Hard clams",830,"dredges","high","destructive","Other demersal invertebrates","demersal"
"347",400330,"Sparidae","Porgies",420,"with gorges or hooks","low","non-destructive","Medium benthopelagics (30 - 89 cm)","pelagic"
"348",300060,"Perciformes","Perch-likes",420,"with gorges or hooks","low","non-destructive","Medium reef assoc. fish (30 - 89 cm)","pelagic"
