,,,,,,,,,,,,,,,,,,,,,,,SANITATION,Year,,,,,NATIONAL,,,,,,,RURAL,,,,,,,URBAN,,,,,,,,,,,,,,,
Anguilla,AIA,2002,       12,100,91,2,5,2,0.48,-0.14,-,-,-,-,-,-,91,2,5,2,0.48,-0.14,Anguilla,2002,,-,-,-,-,0,90,1,-,-,-,-,-,-,-,-,-,-,-,0,90,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2003,       12,100,91,2,4,2,0.48,-0.14,-,-,-,-,-,-,91,2,4,2,0.48,-0.14,Anguilla,2003,,-,-,-,-,0,90,1,-,-,-,-,-,-,-,-,-,-,-,0,90,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2004,       12,100,92,2,4,2,0.48,-0.14,-,-,-,-,-,-,92,2,4,2,0.48,-0.14,Anguilla,2004,,-,-,-,-,0,91,1,-,-,-,-,-,-,-,-,-,-,-,0,91,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2005,       13,100,92,2,3,2,0.48,-0.14,-,-,-,-,-,-,92,2,3,2,0.48,-0.14,Anguilla,2005,,-,-,-,-,0,91,1,-,-,-,-,-,-,-,-,-,-,-,0,91,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2006,       13,100,93,2,5,0,0.48,-0.14,-,-,-,-,-,-,93,2,5,0,0.48,-0.14,Anguilla,2006,,-,-,-,-,0,92,1,-,-,-,-,-,-,-,-,-,-,-,0,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2007,       13,100,94,2,4,0,0.48,-0.14,-,-,-,-,-,-,94,2,4,0,0.48,-0.14,Anguilla,2007,,-,-,-,-,1,92,1,-,-,-,-,-,-,-,-,-,-,-,1,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2008,       13,100,94,2,4,0,0.48,-0.14,-,-,-,-,-,-,94,2,4,0,0.48,-0.14,Anguilla,2008,,-,-,-,-,1,92,1,-,-,-,-,-,-,-,-,-,-,-,1,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2009,       14,100,95,2,3,0,0.48,-0.14,-,-,-,-,-,-,95,2,3,0,0.48,-0.14,Anguilla,2009,,-,-,-,-,2,92,1,-,-,-,-,-,-,-,-,-,-,-,2,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2010,       14,100,95,2,2,0,0.48,-0.14,-,-,-,-,-,-,95,2,2,0,0.48,-0.14,Anguilla,2010,,-,-,-,-,2,92,1,-,-,-,-,-,-,-,-,-,-,-,2,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2011,       14,100,96,2,2,0,0.48,-0.14,-,-,-,-,-,-,96,2,2,0,0.48,-0.14,Anguilla,2011,,-,-,-,-,3,92,1,-,-,-,-,-,-,-,-,-,-,-,3,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2012,       14,100,96,2,1,0,0.48,-0.14,-,-,-,-,-,-,96,2,1,0,0.48,-0.14,Anguilla,2012,,-,-,-,-,4,92,1,-,-,-,-,-,-,-,-,-,-,-,4,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2013,       14,100,97,2,1,0,0.48,-0.14,-,-,-,-,-,-,97,2,1,0,0.48,-0.14,Anguilla,2013,,-,-,-,-,4,92,1,-,-,-,-,-,-,-,-,-,-,-,4,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2014,       14,100,97,2,1,0,0.48,-0.14,-,-,-,-,-,-,97,2,1,0,0.48,-0.14,Anguilla,2014,,-,-,-,-,4,92,1,-,-,-,-,-,-,-,-,-,-,-,4,92,1,#REF!,,,,,,,,,,,
Anguilla,AIA,2015,       15,100,97,2,1,0,0.48,-0.14,-,-,-,-,-,-,97,2,1,0,0.48,-0.14,Anguilla,2015,,-,-,-,-,4,92,1,-,-,-,-,-,-,-,-,-,-,-,4,92,1,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2000,       78,32,82,4,12,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2000,,-,-,-,5,10,68,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2001,       79,32,83,4,12,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2001,,-,-,-,5,10,68,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2002,       80,31,83,4,12,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2002,,-,-,-,5,10,68,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2003,       81,30,84,4,11,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2003,,-,-,-,5,11,68,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2004,       82,30,84,4,11,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2004,,-,-,-,4,11,69,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2005,       83,29,84,4,11,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2005,,-,-,-,4,11,70,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2006,       83,29,85,4,10,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2006,,-,-,-,4,11,70,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2007,       84,28,85,4,10,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2007,,-,-,-,3,11,71,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2008,       85,27,86,4,10,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2008,,-,-,-,3,11,72,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2009,       86,27,86,4,9,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2009,,-,-,-,3,11,73,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2010,       87,26,86,4,9,1,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2010,,-,-,-,2,11,73,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2011,       88,26,87,4,9,0,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2011,,-,-,-,2,11,74,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2012,       89,25,87,4,8,0,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2012,,-,-,-,1,11,75,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2013,       90,25,88,4,8,0,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2013,,-,-,-,1,11,76,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2014,       91,24,88,4,8,0,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2014,,-,-,-,1,11,76,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Antigua and Barbuda,ATG,2015,       92,24,88,4,8,0,0.34,-0.07,-,-,-,-,-,-,-,-,-,-,-,-,Antigua and Barbuda,2015,,-,-,-,1,11,76,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Argentina,ARG,2000,   37 057,89,95,3,2,0,0.00,0.09,97,0,3,0,-0.21,0.00,95,4,2,0,0.03,0.10,Argentina,2000,,29,25,0,4,22,27,46,-,-,-,0,64,29,4,27,22,0,5,18,26,51,#REF!,,,,,,,,,,,
Argentina,ARG,2001,   37 472,89,95,3,2,0,0.00,0.09,96,0,4,0,-0.21,0.00,95,4,2,0,0.03,0.10,Argentina,2001,,29,24,0,4,21,27,47,-,-,-,0,61,32,4,26,22,0,5,17,26,51,#REF!,,,,,,,,,,,
Argentina,ARG,2002,   37 889,90,95,3,2,0,0.00,0.09,96,0,4,0,-0.21,0.00,95,4,2,0,0.03,0.10,Argentina,2002,,28,24,0,5,21,27,47,-,-,-,0,58,34,5,26,21,0,5,16,26,52,#REF!,,,,,,,,,,,
Argentina,ARG,2003,   38 309,90,95,3,1,1,0.00,0.09,96,0,4,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2003,,28,23,0,5,20,27,48,-,-,-,1,54,36,5,26,21,0,5,16,26,53,#REF!,,,,,,,,,,,
Argentina,ARG,2004,   38 729,90,95,3,1,1,0.00,0.09,96,0,4,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2004,,28,23,0,5,19,27,49,-,-,-,1,51,38,6,26,21,0,6,15,26,53,#REF!,,,,,,,,,,,
Argentina,ARG,2005,   39 145,90,95,3,1,1,0.00,0.09,95,0,5,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2005,,28,23,0,5,18,27,50,-,-,-,1,48,41,6,26,20,0,6,15,26,54,#REF!,,,,,,,,,,,
Argentina,ARG,2006,   39 559,90,95,3,1,1,0.00,0.09,95,0,5,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2006,,28,22,0,6,17,28,50,-,-,-,1,45,43,7,26,20,0,6,14,26,55,#REF!,,,,,,,,,,,
Argentina,ARG,2007,   39 970,90,95,3,1,1,0.00,0.09,95,0,5,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2007,,28,22,0,6,16,28,51,-,-,-,1,42,45,8,26,20,0,6,13,26,55,#REF!,,,,,,,,,,,
Argentina,ARG,2008,   40 382,91,95,3,1,1,0.00,0.09,95,0,5,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2008,,28,22,0,6,15,28,52,-,-,-,1,39,47,8,26,19,0,7,13,26,56,#REF!,,,,,,,,,,,
Argentina,ARG,2009,   40 799,91,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2009,,27,21,0,6,14,28,53,-,-,-,1,36,50,9,26,19,0,7,12,26,57,#REF!,,,,,,,,,,,
Argentina,ARG,2010,   41 223,91,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2010,,27,21,0,7,14,28,53,-,-,-,1,33,52,9,26,19,0,7,12,26,58,#REF!,,,,,,,,,,,
Argentina,ARG,2011,   41 656,91,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2011,,27,20,0,7,13,28,54,-,-,-,1,30,54,10,26,18,0,7,11,26,58,#REF!,,,,,,,,,,,
Argentina,ARG,2012,   42 095,91,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2012,,27,20,0,7,12,28,55,-,-,-,1,27,56,10,26,18,0,8,10,26,59,#REF!,,,,,,,,,,,
Argentina,ARG,2013,   42 538,91,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2013,,27,20,0,7,11,28,56,-,-,-,1,27,56,10,26,18,0,8,10,25,60,#REF!,,,,,,,,,,,
Argentina,ARG,2014,   42 980,92,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2014,,27,19,0,7,11,28,56,-,-,-,1,27,56,10,25,17,0,8,9,25,60,#REF!,,,,,,,,,,,
Argentina,ARG,2015,   43 417,92,95,3,1,1,0.00,0.09,94,0,6,0,-0.21,0.00,95,4,0,1,0.03,0.10,Argentina,2015,,26,19,0,8,10,28,57,-,-,-,1,27,56,10,25,17,0,8,9,25,61,#REF!,,,,,,,,,,,
Armenia,ARM,2000,    3 076,65,90,2,8,0,0.08,-0.01,82,0,18,0,0.12,0.00,95,3,2,0,0.09,-0.01,Armenia,2000,,-,-,-,-,28,0,62,-,-,-,-,62,0,19,-,-,-,-,10,0,85,#REF!,,,,,,,,,,,
Armenia,ARM,2001,    3 060,64,90,2,8,0,0.08,-0.01,82,0,18,0,0.12,0.00,95,3,2,0,0.09,-0.01,Armenia,2001,,-,-,-,-,28,0,62,-,-,-,-,63,0,19,-,-,-,-,9,0,86,#REF!,,,,,,,,,,,
Armenia,ARM,2002,    3 047,64,91,2,8,0,0.08,-0.01,82,0,18,0,0.12,0.00,95,3,2,0,0.09,-0.01,Armenia,2002,,-,-,-,-,28,0,63,-,-,-,-,63,0,19,-,-,-,-,9,0,86,#REF!,,,,,,,,,,,
Armenia,ARM,2003,    3 036,64,91,2,8,0,0.08,-0.01,82,0,18,0,0.12,0.00,95,3,2,0,0.09,-0.01,Armenia,2003,,-,-,-,-,27,0,63,-,-,-,-,63,0,19,-,-,-,-,8,0,87,#REF!,,,,,,,,,,,
Armenia,ARM,2004,    3 026,64,91,2,7,0,0.08,-0.01,82,0,18,0,0.12,0.00,96,3,2,0,0.09,-0.01,Armenia,2004,,-,-,-,-,27,0,63,-,-,-,-,63,0,19,-,-,-,-,8,0,88,#REF!,,,,,,,,,,,
Armenia,ARM,2005,    3 015,64,91,2,7,0,0.08,-0.01,82,0,18,0,0.12,0.00,96,3,2,0,0.09,-0.01,Armenia,2005,,-,-,-,-,27,0,64,-,-,-,-,63,0,19,-,-,-,-,7,0,88,#REF!,,,,,,,,,,,
Armenia,ARM,2006,    3 002,64,91,2,7,0,0.08,-0.01,82,0,18,0,0.12,0.00,96,3,2,0,0.09,-0.01,Armenia,2006,,-,-,-,-,26,0,64,-,-,-,-,63,1,19,-,-,-,-,7,0,89,#REF!,,,,,,,,,,,
Armenia,ARM,2007,    2 988,64,91,2,7,0,0.08,-0.01,82,0,18,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2007,,-,-,-,-,26,0,64,-,-,-,-,63,1,19,-,-,-,-,6,0,89,#REF!,,,,,,,,,,,
Armenia,ARM,2008,    2 975,64,91,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2008,,-,-,-,-,26,0,65,-,-,-,-,63,1,18,-,-,-,-,6,0,90,#REF!,,,,,,,,,,,
Armenia,ARM,2009,    2 966,64,91,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2009,,-,-,-,-,26,0,65,-,-,-,-,63,1,18,-,-,-,-,5,0,91,#REF!,,,,,,,,,,,
Armenia,ARM,2010,    2 963,64,91,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2010,,-,-,-,-,26,1,65,-,-,-,-,63,1,18,-,-,-,-,5,0,91,#REF!,,,,,,,,,,,
Armenia,ARM,2011,    2 968,63,91,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2011,,-,-,-,-,25,1,65,-,-,-,-,63,2,18,-,-,-,-,4,0,92,#REF!,,,,,,,,,,,
Armenia,ARM,2012,    2 978,63,91,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2012,,-,-,-,-,25,1,66,-,-,-,-,63,2,18,-,-,-,-,4,0,93,#REF!,,,,,,,,,,,
Armenia,ARM,2013,    2 992,63,91,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2013,,-,-,-,-,25,1,66,-,-,-,-,63,2,18,-,-,-,-,3,0,93,#REF!,,,,,,,,,,,
Armenia,ARM,2014,    3 006,63,92,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2014,,-,-,-,-,25,1,66,-,-,-,-,64,2,18,-,-,-,-,3,0,94,#REF!,,,,,,,,,,,
Armenia,ARM,2015,    3 018,63,92,2,7,0,0.08,-0.01,83,0,17,0,0.12,0.00,96,3,1,0,0.09,-0.01,Armenia,2015,,-,-,-,-,25,1,66,-,-,-,-,64,2,18,-,-,-,-,2,0,94,#REF!,,,,,,,,,,,
Aruba,ABW,2000,       91,47,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2000,,-,-,-,14,1,82,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2001,       93,46,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2001,,-,-,-,13,1,83,14,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2002,       95,46,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2002,,-,-,-,13,1,84,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2003,       97,46,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2003,,-,-,-,12,1,84,13,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2004,       99,45,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2004,,-,-,-,12,1,85,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2005,      100,45,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2005,,-,-,-,11,1,86,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2006,      101,45,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2006,,-,-,-,10,1,86,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2007,      101,44,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2007,,-,-,-,10,0,87,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2008,      101,44,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2008,,-,-,-,9,0,88,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2009,      101,43,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2009,,-,-,-,9,0,89,9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2010,      102,43,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2010,,-,-,-,8,0,89,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2011,      102,43,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2011,,-,-,-,7,0,90,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2012,      102,42,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2012,,-,-,-,7,0,90,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2013,      103,42,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2013,,-,-,-,7,0,90,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2014,      103,42,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2014,,-,-,-,7,0,90,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Aruba,ABW,2015,      104,42,98,0,1,1,-0.05,0.03,-,-,-,-,-,-,-,-,-,-,-,-,Aruba,2015,,-,-,-,7,0,90,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2000,   19 107,87,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2000,,65,6,0,60,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2001,   19 309,87,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2001,,65,6,0,60,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2002,   19 514,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2002,,65,6,0,60,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2003,   19 735,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2003,,65,6,0,60,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2004,   19 985,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2004,,65,6,0,60,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2005,   20 274,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2005,,66,6,0,60,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2006,   20 606,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2006,,67,6,0,61,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2007,   20 976,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2007,,68,6,0,62,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2008,   21 370,88,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2008,,69,6,0,63,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2009,   21 771,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2009,,69,6,0,64,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2010,   22 163,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2010,,70,6,0,64,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2011,   22 542,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2011,,71,6,0,65,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2012,   22 911,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2012,,72,6,0,66,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2013,   23 270,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2013,,73,6,0,67,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2014,   23 622,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2014,,73,6,0,68,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Australia,AUS,2015,   23 969,89,100,0,0,0,0.00,0.00,-,-,-,-,-,-,-,-,-,-,-,-,Australia,2015,,74,6,0,68,12,-,89,-,-,-,-,-,-,-,-,-,-,-,-,-,-,#REF!,,,,,,,,,,,
Austria,AUT,2000,    8 051,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2000,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2001,    8 079,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2001,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2002,    8 115,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2002,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2003,    8 155,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2003,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2004,    8 197,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2004,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2005,    8 235,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2005,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2006,    8 269,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2006,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2007,    8 301,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2007,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2008,    8 331,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2008,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2009,    8 361,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2009,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
Austria,AUT,2010,    8 392,66,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,100,0,0,0,0.00,0.00,Austria,2010,,97,3,0,94,1,5,94,92,8,0,84,0,15,84,99,1,0,98,2,0,98,#REF!,,,,,,,,,,,
